District,District Code,Facility Code,Reg No.,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),latitude,longitude,,,,,,,
 Blantyre,,2972,, Naperi                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2918,, Ndirande                    ,Health Centre, MoH , U ,140397,,,,,,,,,
 Blantyre,,2973,, Ndirande BLM ,Health Centre, NGO , U ,,,,,,,,,,
 Blantyre,,5015,, Ngwira  W. - Limbe ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2974,, Nyambadwe  , Other Hospital , Private , U ,,,,,,,,,,
 Blantyre,,2928,, Pensulo                    ,Health Centre, MoH , R ,   ,,,,,,,,,
 Blantyre,,2975,, Philadephia                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5092,, Piereck  ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5033,, Pilinanu- Tamao ,Health Centre,Private , U ,,,,,,,,,,
 Blantyre,,5056,, Portland cement ,Health Centre,Company, U ,,,,,,,,,,
 Blantyre,,2976,, Praises                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5057,, Press Cooperation Ltd. ,Health Centre, Company , U ,,,,,,,,,,
 Blantyre,,5058,, Private Vehicle Hire Organisation ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,2926,, Queen Elizabeth Central Hospital , Central Hospital , MoH , U ,,-15.80214,35.021,,,,,,,
 Blantyre,,2977,, Sanjika                          ,Health Centre, State House , R ,,,,,,,,,,
 Blantyre,,2978,, Semema                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5028,, Shifa   , Other Hospital , Private , U ,,,,,,,,,,
 Blantyre,,2979,, SOBO                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2920,, Soche Maternity ,Health Centre, MoH , R ,17047,,,,,,,,,
 Blantyre,,5095,, Soche SDA  ,Health Centre, Cham ,,,,,,,,,,,
 Blantyre,,2980,, Sos Childrens Village Blantyre , Dispensary  , NGO , U ,,,,,,,,,,
 Blantyre,,2925,, South Lunzu                    ,Health Centre, MoH , U ,96157,,,,,,,,,
 Blantyre,,2932,, St Vincent ,Health Centre, CHAM , R ,15832,,,,,,,,,
 Blantyre,,5029,, Sungani's Medical centre ,Health Centre,Private , U ,,,,,,,,,,
 Blantyre,,5037,, Sunny Side B ,Health Centre,Private , U ,,,,,,,,,,
 Blantyre,,2981,, Tadala                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5082,, Tapima Minute Health centre ,Health Centre,Private, U ,,,,,,,,,,
 Blantyre,,5031,, Thandizo- Semak ,Health Centre,Private , U ,,,,,,,,,,
 Blantyre,,5032,, Thejopal Rotta. S ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5121,, Trizah                      ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5034,, Truzag ,Health Centre,Private , U ,,,,,,,,,,
 Blantyre,,5035,, Ulemu  ,Health Centre,Private , U ,,,,,,,,,,
 Blantyre,,2982,, Unilever South East Company    ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2983,, Wehmat  ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,5103,, Yankho                     . ,Health Centre, Private , U ,,,,,,,,,,
 Blantyre,,2922,, Zingwangwa                    ,Health Centre, MoH , U ,150839,,,,,,,,,
 Blantyre,,2985,, Zingwangwa BLM ,Health Centre, NGO , U ,,,,,,,,,,
Mwanza,MN,3801,,Mwanza District Hospital,Health Centre,Government/public,Rural,,-15.46467,34.49142,,,,,,,
Mwanza,MN,3802,,Kunenekude Health Centre,Health Centre,Government/public,Rural,,-15.72609,34.39953,,,,,,,
Mwanza,MN,3804,,Thambani Health Centre,Health Centre,Government/public,Rural,,-15.7496,34.52277,,,,,,,
Mwanza,MN,3803,,Tulonkhondo Health Centre,Health Centre,Government/public,Rural,,-15.59467,34.51102,,,,,,,
Mwanza,MN,3805,,Tiyende Ptv Clinic,Dispensary,Private for profit,Urban,,-15.57835,34.47736,,,,,,,
Mwanza,MN,3806,,Muyendebwino Wellness Centre,Dispensary,NGO,Rural,,-15.59747,34.51505,,,,,,,
Mwanza,MN,3807,MCM/C/078,Mwanza BLM Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mwanza,MN,3808,MCM/C/330,Mota-Engil 301 Clinic,Dispensary,Government/public,Rural,,-15.92823,35.07786,,,,,,,
Thyolo,TO,3101,,Bvumbwe Health Centre,Dispensary,Government/public,Rural,,-15.99203,35.03183,,,,,,,
Thyolo,TO,3126,,Amalika Dispensary,Dispensary,NGO,Rural,,-15.93133,35.08213,,,,,,,
Thyolo,TO,3139,MCM/C/052,BLM Bvumbwe Clinic,Health Centre,Government/public,Rural,,-15.93981,35.02633,,,,,,,
Thyolo,TO,3166,,Bvumbwe Makungwa Health Centre,Health Centre,Government/public,Rural,,-16.23248,35.14768,,,,,,,
Thyolo,TO,3103,,Changata Health Centre,Dispensary,Company,Rural,,-16.078196,35.061008,,,,,,,
Thyolo,TO,3161,,Chawani,Health Post,Government/public,Rural,,-16.136105,35.015899,,,,,,,
Thyolo,TO,3163,,Chilengo,Health Centre,Government/public,Rural,,-15.97706,35.18162,,,,,,,
Thyolo,TO,3104,,Chimaliro Health Centre,Health Centre,Government/public,Rural,,-15.94198,35.12308,,,,,,,
Thyolo,TO,3105,,Chimvu,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.91842,35.20595,,,,,,,
Thyolo,TO,3106,MCM/CHAM/RH/53,Chingadzi Rural Hospital,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.171528,35.110222,,,,,,,
Thyolo,TO,3124,,Chipho Health Centre,Health Centre,Government/public,Rural,,-15.94181,35.20879,,,,,,,
Thyolo,TO,3127,,Chisoka Health Centre,Health Centre,Government/public,Rural,,-16.00218,35.01294,,,,,,,
Thyolo,TO,3153,,Chithebe Health Centre,Health Centre,Government/public,Rural,,-16.06096,34.98999,,,,,,,
Thyolo,TO,3128,,Dzimbiri Health Centre (DiDi),Health Post,Government/public,Rural,,-16.10202,34.99722,,,,,,,
Thyolo,TO,3154,,Dzimbiri Health Post,Dispensary,Company,Rural,,-16.09239,35.19011,,,,,,,
Thyolo,TO,3146,,Gotha Dispensary,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.12668,35.08457,,,,,,,
Thyolo,TO,3108,,Halena Oakely/Mtambanyama Clin,Dispensary,Private for profit,Rural,,-15.92686,35.08661,,,,,,,
Thyolo,TO,3133,,"Hiwa, Garfield J. Monekera Pri",Dispensary,Private for profit,Urban,,-16.00758,35.30825,,,,,,,
Thyolo,TO,3134,,Jeofia,Dispensary,Private for profit,Rural,,-16.00683,35.31009,,,,,,,
Thyolo,TO,3129,,Kadango Health Centre,Dispensary,Private for profit,Urban,,-16.00796,35.30939,,,,,,,
Thyolo,TO,3135,,"Kaliwo, Ignacious S. Luchenza",Dispensary,Company,Rural,,-16.12131,35.09902,,,,,,,
Thyolo,TO,3147,,Kasembeleka,Health Centre,Government/public,Rural,,-16.09692,35.27129,,,,,,,
Thyolo,TO,3109,,Khonjeni Health Centre,Dispensary,Company,Rural,,-16.1003,35.28876,,,,,,,
Thyolo,TO,3148,,Kumadzi Dispensary,Dispensary,Private for profit,Rural,,-15.92153,35.08464,,,,,,,
Thyolo,TO,3136,,"Lumbe, John L.",Dispensary,Company,Rural,,-16.06805,35.25101,,,,,,,
Thyolo,TO,3149,,Mafisi Health Centre,Health Centre,Government/public,Rural,,-16.02884,35.26166,,,,,,,
Thyolo,TO,3140,,Magunda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.18199,35.27984,,,,,,,
Thyolo,TO,3110,,Makapwa Health Centre,Dispensary,Company,Rural,,-16.19476,35.10564,,,,,,,
Thyolo,TO,3150,,Makwasa Estate Clinic,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.17155,35.11011,,,,,,,
Thyolo,TO,3111,MCM/CHAM/DH/09,Malamulo Mission Hospital,Dispensary,Government/public,Rural,,-16.03764,35.01675,,,,,,,
Thyolo,TO,3130,,Mapanga Clinic,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.250872,35.166657,,,,,,,
Thyolo,TO,3157,,Mbalanguzi,Dispensary,Private for profit,Urban,,-15.88722,35.06443,,,,,,,
Thyolo,TO,3138,,"Mbvundula, Presley G. Germa Pr",Dispensary,Company,Rural,,-16.11388,35.14018,,,,,,,
Thyolo,TO,3151,,Mchima Clinic,Health Centre,Company,Rural,,-16.09883,35.07553,,,,,,,
Thyolo,TO,3141,,Mianga Health Centre,Health Centre,Government/public,Rural,,-15.90149,35.18367,,,,,,,
Thyolo,TO,3114,,Mikolongwe Health Centre,Dispensary,Company,Rural,,-16.018751,35.125457,,,,,,,
Thyolo,TO,3155,,Mikundi,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.11123,35.24591,,,,,,,
Thyolo,TO,3131,,Mitengo Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.21758,35.13552,,,,,,,
Thyolo,TO,3132,,Molere Health Centre,Dispensary,Company,Rural,,-16.06408,35.106607,,,,,,,
Thyolo,TO,3162,,Mwalanthuzi,Health Centre,Company,Rural,,-16.04009,35.08996,,,,,,,
Thyolo,TO,3142,,Naming'omba Health Centre,Clinic,Company,Rural,,-16.02475,35.1565,,,,,,,
Thyolo,TO,3152,,Nasonia,Health Post,Government/public,Rural,,-16.323986,35.264013,,,,,,,
Thyolo,TO,3158,,Nkhataombere,Health Post,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3166,,Nsabwe Health Centre,Health Post,Government/public,Rural,,-16.043512,34.952745,,,,,,,
Thyolo,TO,3156,,Puteni,Health Centre,Company,Rural,,-16.13981,35.09852,,,,,,,
Thyolo,TO,3143,MCM/C/242,Sambankhanga Health Centre,Health Post,Government/public,Rural,,-15.981874,35.225924,,,,,,,
Thyolo,TO,3160,,Sam ,Health Post,Government/public,Rural,,-16.207048,35.295703,,,,,,,
Thyolo,TO,3164,,Sandama,Health Centre,Company,Rural,,-16.07641,35.07692,,,,,,,
Thyolo,TO,3144,MCM/C/241,Satemwa Tea Estate Clinic,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,,,,,,,,,
Thyolo,TO,3165,,St. Hellena Oakley (Ntambanyama),Rural/Community Hospital,Government/public,Rural,,-16.32104,35.20741,,,,,,,
Thyolo,TO,3119,,Thekerani Rural Hospital,Health Centre,Christian Health Association of Malawi (CHAM),Urban,,-16.02878,34.97881,,,,,,,
Thyolo,TO,3120,,Thomasi Health Centre,Health Post,Government/public,Rural,,-16.394465,35.263278,,,,,,,
Thyolo,TO,3159,,Thukuta,Health Centre,Company,Rural,,-16.00096,35.06532,,,,,,,
Thyolo,TO,3145,,Thunga Health Centre,District Hospital,Government/public,Urban,,-16.06937,35.14806,,,,,,,
Thyolo,TO,3121,,Thyolo District Hospital,Health Centre,Government/public,Rural,,-16.23764,35.19992,,,,,,,
Thyolo,TO,3123,,Zoa Health Centre,Health Centre,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3167,MCM/C/243,Mboma Estate Clinic (Conforzi),Health Centre,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3168,,Chisunga,Health Centre,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3169,,Makungwa,Health Centre,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3170,,Gombe,Health Centre,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3171,,Makande ,Health Centre,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3172,MCM/CHAM/RH/38,St Joseph's Health Center,Health Centre,Christian Health Association of Malawi (CHAM),,,,,,,,,,,
Thyolo,TO,3173,MCM/C/231,Bvumbwe Clinic - Limbe Muslim Jamat,Dispensary,NGO,Rural,,,,,,,,,,
Mulanje,MJ,3211,,Mulanje District Hospital,Dispensary,Tea Estate,Rural,,-16.057405,35.673299,,,,,,,
Mulanje,MJ,3248,,Bloomfield,Health Centre,Government/public,Rural,,-16.04267,35.61388,,,,,,,
Mulanje,MJ,3201,,Bondo Health Centre,Health Centre,Government/public,Rural,,-15.90334,35.49075,,,,,,,
Mulanje,MJ,3202,,Chambe Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.071315,35.482338,,,,,,,
Mulanje,MJ,3253,,Chibathi,Dispensary,Tea Estate,Rural,,-16.052873,35.645496,,,,,,,
Mulanje,MJ,3247,,Chikuli,Dispensary,Tea Estate,Rural,,-16.004056,35.648588,,,,,,,
Mulanje,MJ,3246,,Chilingwe,Health Centre,Government/public,Rural,,-16.15665,35.34094,,,,,,,
Mulanje,MJ,3203,,Chinyama Health Centre,Dispensary,Company,Rural,,-16.03822,35.70899,,,,,,,
Mulanje,MJ,3234,MCM/C/174,Chisambo Estate Clinic,Health Centre,Government/public,Rural,,-16.00103,35.4326,,,,,,,
Mulanje,MJ,3221,,Chisitu Health Centre,Health Centre,Government/public,Rural,,-15.99708,35.32333,,,,,,,
Mulanje,MJ,3204,,Chonde Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-15.962755,35.480067,,,,,,,
Mulanje,MJ,3257,,Demula,Health Centre,Government/public,Rural,,-16.11695,35.40558,,,,,,,
Mulanje,MJ,3205,,Dzenje Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.067525,35.462732,,,,,,,
Mulanje,MJ,3256,,Ekhamuno,Dispensary,Company,Rural,,-16.06679,35.6139,,,,,,,
Mulanje,MJ,3235,MCM/C/169,Eldorado Estate Clinic,Dispensary,Company,Urban,,-16.03395,35.50475,,,,,,,
Mulanje,MJ,3236,MCM/C/172,Esparanza Estate Clinic,Dispensary,Private for profit,Urban,,-16.00603,35.48167,,,,,,,
Mulanje,MJ,3226,,Fomo Clinic,Dispensary,Company,Rural,,-15.9833,35.48386,,,,,,,
Mulanje,MJ,3237,MCM/C/167,Glenorchy Estate Clinic,Health Centre,Government/public,Rural,,-15.85308,35.56394,,,,,,,
Mulanje,MJ,3206,,Kambenje Health Centre,Health Post,Government/public,Rural,,-15.674962,35.476907,,,,,,,
Mulanje,MJ,3251,,Kamwendo,Dispensary,Private for profit,Rural,,-16.10652,35.34491,,,,,,,
Mulanje,MJ,3227,,Khamalathu Private Clinic,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-15.989057,35.394598,,,,,,,
Mulanje,MJ,3259,,Khaya,Dispensary,Tea Estate,Rural,,-16.134032,35.530613,,,,,,,
Mulanje,MJ,3250,,Khongoloni,Dispensary,Company,Rural,,-16.04331,35.53515,,,,,,,
Mulanje,MJ,3238,MCM/C/164,Lauderdale Estate Clinic,Dispensary,Company,Rural,,-16.08306,35.58609,,,,,,,
Mulanje,MJ,3239,MCM/C/168,Likanga Estate Clinic,Dispensary,Company,Rural,,-16.05504,35.72129,,,,,,,
Mulanje,MJ,3240,MCM/C/173,Limbuli Estate Clinic,Dispensary,Private for profit,Urban,,-16.00946,35.48489,,,,,,,
Mulanje,MJ,3228,,"Lingalawe, Albert. Chiluli Pri",Health Centre,Company,Rural,,-16.02826,35.65517,,,,,,,
Mulanje,MJ,3233,MCM/C/144,Lujeri Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-15.987206,35.416687,,,,,,,
Mulanje,MJ,3258,,Luwanje,Dispensary,Private for profit,Urban,,-16.02668,35.50529,,,,,,,
Mulanje,MJ,3229,,"Machado, Alfred W. J. Machado",Health Centre,Government/public,Rural,,-16.0929,35.34602,,,,,,,
Mulanje,MJ,3207,,Mbiza Health Centre,Health Centre,Government/public,Rural,,-16.10264,35.47826,,,,,,,
Mulanje,MJ,3208,,Milonde Health Centre,Dispensary,Government/public,Rural,,-16.08574,35.61263,,,,,,,
Mulanje,MJ,3209,,Mimosa Dispensary,Dispensary,Company,Rural,,-16.05676,35.58444,,,,,,,
Mulanje,MJ,3241,MCM/C/165,Minimini Estate Clinic,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.088341,35.476169,,,,,,,
Mulanje,MJ,3254,,Misanjo,Health Centre,Government/public,Rural,,-15.7211,35.36672,,,,,,,
Mulanje,MJ,3224,,Mkomaula Health Centre,Health Centre,Government/public,Rural,,-16.14386,35.52479,,,,,,,
Mulanje,MJ,3210,,Mpala Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.003061,35.412828,,,,,,,
Mulanje,MJ,3252,,Msithe,Dispensary,NGO,Urban,,-16.01418,35.49317,,,,,,,
Mulanje,MJ,3232,MCM/C/079,Mulanje Blm Clinic,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.02103,35.46436,,,,,,,
Mulanje,MJ,3212,MCM/CHAM/DH/10,Mulanje Mission Hospital,Health Centre,Government/public,Rural,,-15.76535,35.51182,,,,,,,
Mulanje,MJ,3213,,Mulomba Health Centre,Health Centre,Government/public,Rural,,-16.06252,35.76226,,,,,,,
Mulanje,MJ,3214,,Muloza Heath Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.08016,35.71573,,,,,,,
Mulanje,MJ,3215,,Namasalima Health Centre,Health Centre,Government/public,Rural,,-15.80407,35.3491,,,,,,,
Mulanje,MJ,3216,,Namphungo Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.86563,35.32718,,,,,,,
Mulanje,MJ,3217,MCM/CHAM/RH/31,Namulenga Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.03628,35.67854,,,,,,,
Mulanje,MJ,3222,,Naphimba Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.045639,35.445462,,,,,,,
Mulanje,MJ,3257,,Ngolowera,Dispensary,Tea Estate,Rural,,-16.084325,35.677584,,,,,,,
Mulanje,MJ,3249,,Nsuwadzi,Dispensary,Company,Rural,,-16.01792,35.68294,,,,,,,
Mulanje,MJ,3242,MCM/C/171,Phwazi Estate Clinic,Dispensary,Company,Rural,,-16.08964,35.66507,,,,,,,
Mulanje,MJ,3243,MCM/C/170,Ruo Estate Clinic,Dispensary,Private for profit,Rural,,-16.07894,35.73156,,,,,,,
Mulanje,MJ,3231,,"Saha Private Clinic, Ngulama,",Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.108046,35.462618,,,,,,,
Mulanje,MJ,3255,,Salamba,Dispensary,Company,Rural,,-16.07107,35.5471,,,,,,,
Mulanje,MJ,3244,MCM/C/228,Sayama Clinic,Dispensary,Private for profit,Urban,,-15.91661,35.35795,,,,,,,
Mulanje,MJ,3230,,"St. Mamwene Private Clinic, Nd",Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.08703,35.43417,,,,,,,
Mulanje,MJ,3218,,Thembe Health Centre,Dispensary,Company,Rural,,-16.06936,35.63033,,,,,,,
Mulanje,MJ,3245,MCM/C/166,Thornwood Estate Clinic,Health Centre,Government/public,Urban,,-15.91917,35.36119,,,,,,,
Mulanje,MJ,3219,,Thuchila Health Centre,Health Centre,Government/public,Urban,,,,,,,,,,
Mulanje,MJ,3220,MCM/C/163,Gotha Estate Clinic,Maternity,Government/public,Rural,,-15.77213,35.76965,,,,,,,
Mulanje,MJ,3221,MCM/C/160,Kasembereka Estate Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mulanje,MJ,3222,MCM/C/161,Kumadzi Estate Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mulanje,MJ,3223,MCM/C/159,Makwasa Estate Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mulanje,MJ,3224,MCM/C/158,Mianga Estate Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mulanje,MJ,3225,MCM/C/233,Mulungu Alinafe Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mulanje,MJ,3226,MCM/C/162,Nasonia Estate Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mulanje,MJ,3227,MCM/C/229,Nchima Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Phalombe,PE,3501,,Chiringa Maternity,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.76583,35.76216,,,,,,,
Phalombe,PE,3520,MCM/CHAM/RH/23,Chiringa Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-15.55218,35.57244,,,,,,,
Phalombe,PE,3503,,Chitekesa Health Centre,Health Centre,Government/public,Rural,,-15.67187,35.72838,,,,,,,
Phalombe,PE,3505,,Kalinde Health Centre,Health Centre,Government/public,Rural,,-15.71922,35.68542,,,,,,,
Phalombe,PE,3506,,Migowi Health Centre,Health Centre,Government/public,Rural,,-15.61457,35.62787,,,,,,,
Phalombe,PE,3507,,Mkhwayi Health Centre,Health Centre,Government/public,Rural,,-15.7579,35.61142,,,,,,,
Phalombe,PE,3508,,Mpasa Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.64632,35.53221,,,,,,,
Phalombe,PE,3509,MCM/CHAM/RH/50,Mwanga Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-15.55919,35.81566,,,,,,,
Phalombe,PE,3510,,Nambazo Health Centre,Health Centre,Government/public,Rural,,-15.85949,35.74751,,,,,,,
Phalombe,PE,3511,,Nkhulambe Health Centre,Health Centre,Government/public,Rural,,-15.80677,35.64918,,,,,,,
Phalombe,PE,3512,,Phalombe Health Centre,Health Post,Government/public,Rural,,-15.80293,35.76392,,,,,,,
Phalombe,PE,3513,,Nambiti 1,Health Centre,Government/public,Rural,,-15.75233,35.77498,,,,,,,
Phalombe,PE,3514,,Nazombe Health Centre (Gogo),Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-15.82471,35.61875,,,,,,,
Phalombe,PE,3515,MCM/CHAM/DH/20,Holy Family Hospital,Dispensary,NGO,Rural,,-15.85719,35.81552,,,,,,,
Phalombe,PE,3516,,Mulungu Alinafe Clinic,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.93038,35.76603,,,,,,,
Phalombe,PE,3518,MCM/CHAM/RH/49,Sukasanje Health Centre,Health Post,Government/public,Rural,,-15.77085,35.55093,,,,,,,
Phalombe,PE,3519,,Waruma,Health Post,Government/public,Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Chikwawa,CK,3301,,Chang'Ambika Health Centre,Health Centre,Government/public,Rural,,-15.80301,34.30928,,,,,,,
Chikwawa,CK,3359,,Alumenda Health Centre,Health Centre,Government/public,Rural,,-16.15199,34.85376,,,,,,,
Chikwawa,CK,3322,,Beleu Health Centre,Health Post,Government/public,Rural,,-16.018817,34.823053,,,,,,,
Chikwawa,CK,3347,,Bello,Dispensary,Private for profit,Urban,,-16.26044,34.86844,,,,,,,
Chikwawa,CK,3339,,"Chanza, Edwin, Erapecha Clinic",Health Centre,Government/public,Rural,,-16.00551,34.48567,,,,,,,
Chikwawa,CK,3302,,Chapananga Health Centre,Health Centre,Government/public,Rural,,-16.39842,34.77572,,,,,,,
Chikwawa,CK,3304,,Chapwaila Health Centre,District Hospital,Government/public,Urban,,-16.0231,34.79346,,,,,,,
Chikwawa,CK,3303,,Chikwawa District Hospital,Health Centre,Government/public,Rural,,-15.80369,34.47629,,,,,,,
Chikwawa,CK,3324,,Chithumba Health Centre,Health Centre,Government/public,Rural,,-16.55349,34.92423,,,,,,,
Chikwawa,CK,3305,,Dolo Health Centre,Health Centre,Government/public,Rural,,-15.80678,34.36487,,,,,,,
Chikwawa,CK,3306,,Gaga Health Centre,Dispensary,Government/public,Rural,,-15.883962,34.299339,,,,,,,
Chikwawa,CK,3352,,Gola,Dispensary,NGO,Rural,,-16.106218,34.832659,,,,,,,
Chikwawa,CK,3348,MCM/C/214,Hope Village,Dispensary,Government/public,Urban,,-16.27045,34.86368,,,,,,,
Chikwawa,CK,3335,,Hunger Clinic,Health Centre,Government/public,Rural,,-16.09819,34.62398,,,,,,,
Chikwawa,CK,3307,,Kakoma Health Centre,Health Centre,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3360,MCM/C/103,"Kalulu Health Centre, Chikwawa",Dispensary,Company,Rural,,,,,,,,,,
Chikwawa,CK,3366,,Kapichira Escom Clinic,Dispensary,Government/public,Rural,,-16.07416,34.81651,,,,,,,
Chikwawa,CK,3308,,Kasinthula Dispensary,Health Post,Government/public,Rural,,-16.526844,34.846862,,,,,,,
Chikwawa,CK,3355,,Khokhwa,Health Post,Government/public,Rural,,-15.90796,34.39405,,,,,,,
Chikwawa,CK,3336,,Kubalalika Health Post,Dispensary,Private for profit,Urban,,-16.04313,34.79894,,,,,,,
Chikwawa,CK,3340,,"Mabwera, Walson D. Chinyanje P",Dispensary,Government/public,Rural,,-16.286443,34.838562,,,,,,,
Chikwawa,CK,3358,,Mafale,Dispensary,Private for profit,Rural,,-16.26676,35.06284,,,,,,,
Chikwawa,CK,3341,,"Mainjeni, Fyson W D. Fema Priv",Health Centre,Government/public,Rural,,-16.19483,35.01065,,,,,,,
Chikwawa,CK,3310,,Makhwira Health Centre,Dispensary,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3361,MCM/C/101,Mangulenje Health Centre,Health Centre,Government/public,Rural,,-16.10534,34.9157,,,,,,,
Chikwawa,CK,3311,,Maperera Health Centre,Dispensary,Private for profit,Rural,,-16.27028,34.87344,,,,,,,
Chikwawa,CK,3342,,Masache Private Clinic,Health Centre,Government/public,Rural,,-16.06818,34.86724,,,,,,,
Chikwawa,CK,3320,,Mfera Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.03775,34.5372,,,,,,,
Chikwawa,CK,3312,,Misomali Health Centre,Health Post,Government/public,Rural,,-16.26884,35.05789,,,,,,,
Chikwawa,CK,3337,,Mitondo Health Post,Health Post,Government/public,Rural,,-16.515473,35.029718,,,,,,,
Chikwawa,CK,3354,,Mwanawanjobvu,Health Post,Government/public,Rural,,-16.164028,34.940736,,,,,,,
Chikwawa,CK,3349,,Mwanayaya,Dispensary,Private for profit,Rural,,,,,,,,,,
Chikwawa,CK,3362,MCM/C/106,Mwanza Clinic Area 3,Health Centre,Government/public,Rural,,-16.22357,34.68896,,,,,,,
Chikwawa,CK,3314,,Ndakwera Health Centre,Health Centre,NGO,Rural,,-16.46679,34.87297,,,,,,,
Chikwawa,CK,3343,MCM/C/081,Ngabu Blm Clinic,Health Centre,Government/public,Rural,,-16.45928,34.89253,,,,,,,
Chikwawa,CK,3315,MCM/CHAM/HC/29,Ngabu Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.46516,34.87901,,,,,,,
Chikwawa,CK,3363,,Ngabu Sda Health Centre,Health Post,Government/public,Rural,,-16.1467,34.95886,,,,,,,
Chikwawa,CK,3338,,Nkhate Health Post,Health Post,Government/public,Rural,,,,,,,,,,
Chikwawa,CK,3364,MCM/C/105,Nkombedzi Health Centre,Health Centre,Government/public,Rural,,-16.47944,34.72431,,,,,,,
Chikwawa,CK,3313,,Nkumaniza Health Centre,Health Post,Government/public,Rural,,-16.412247,34.920599,,,,,,,
Chikwawa,CK,3357,,Nsomo,Health Post,Government/public,Rural,,-16.036946,34.72376,,,,,,,
Chikwawa,CK,3346,,Pende,Health Post,Government/public,Rural,,-16.485763,34.820457,,,,,,,
Chikwawa,CK,3356,,Saopa,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.25716,34.86831,,,,,,,
Chikwawa,CK,3316,,St Montfort Hospital,Dispensary,Company,Rural,,-16.40314,34.8832,,,,,,,
Chikwawa,CK,3344,,Sucoma Clinic Illovo (Armumend,Dispensary,Company,Rural,,-16.25773,34.89181,,,,,,,
Chikwawa,CK,3345,,Sucoma Illovo Factory Clinic,Dispensary,Company,Urban,,-16.24144,34.91164,,,,R,,,
