District,District Code,Facility Code,Reg No.,DHIS2 CODE,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),LATITUDE,LONGITUDE,,,,,,,
 Blantyre ,,5105,,0," Girach, Bilkis A ", Other Hospital ,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5084,,0, GM Opticals , Dispensary ,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2954,,0, God Heals  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5011,,0, Hasco ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5091,,0, Healing Hearts  ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2955,,0, Henred  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2988,,0, Hope Medical centre ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5120,,0," Jere, Raymond M. Medicare ",Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5039,,0, Kachere Rehabilitation Centre , Hospital , NGO ,Urban,,,,,,,,,,
 Blantyre ,,2996,,2947, Kadidi  , Health Centre , Government/public , Rural ,"  21,820 ",,,,,,,,,
 Blantyre ,,5106,,0, Kalong - Limbe , Other Hospital ,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5081,,0, Kanjedza Medical centre ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,2957,,2948, Kanjedza Police  ,Health Centre, Government/public ,Urban,,,,,,,,,,
 Blantyre ,,2919,,2949, Kapeni Dream Centre ,Health Centre, NGO ,Urban,,,,,,,,,,
 Blantyre ,,5040,,0, Kasamba  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5013,,0," Khuoge, Dane ",Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5014,,0, Kotecha Leesha D. ,Health Centre,Private for profit,Urban,,,,,,,,,,
 Blantyre ,,5070,,2950, Lafarge Cement ,Health Centre, Company ,Urban,,,,,,,,,,
 Blantyre ,,2908,,2908, Limbe                    , Health Centre , Government/public ,Urban,"  82,417 ",,,,,,,,,
 Blantyre ,,2959,,2951, Limbe Diagnostic  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5043,,0, Limbe Home Based Care ,Health Centre,NGO,Urban,,,,,,,,,,
 Blantyre ,,2989,,2952, Limbe Leaf Tobacco -  Limbe ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,2960,,0, Limbe Muslim  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5085,,0, Limbe Muslim Jamat  - Mbayani ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,5086,,0, Limbe Muslim Jamat - Blantyre ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,5089,,0, Limbe Muslim Jamat - Diagnostic ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,5088,,0, Limbe Muslim Jamat - Kachere ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,5096,,0, Limbe Muslim Jamat - Kanjedza ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,5090,,0, Limbe Muslim Jamat - Limbe ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,5036,,0, Limbe Muslim Jamat - Makhetha ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,5087,,0, Limbe Muslim Jamat Clinic ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,2909,,2909, Lirangwe                    ,Health Centre,Mission/ Faith-based (other than CHAM), Rural ,"  30,885 ",,,,,,,,,
 Blantyre ,,2914,,2914, Lumbira / Mitsidi                    ,Health Centre, Christian Health Association of Malawi (CHAM) , Rural ,,,,,,,,,,
 Blantyre ,,2910,,2910, Lundu                    ,Health Centre, Government/public , Rural ,"  29,034 ",,,,,,,,,
 Blantyre ,,2961,,2954, Lungu  ,Health Centre, Private for profit ,Urban,,,,,,,,,,
 Blantyre ,,5046,,2956, Macro  -Blantyre  ,Health Centre, NGO ,Urban,,,,,,,,,,
 Blantyre ,,5044,,0, Madina Social Services ,Health Centre,Mission/ Faith-based (other than CHAM),Urban,,,,,,,,,,
 Blantyre ,,2911,,2911, Madziabango                    ,Health Centre, Government/public , Rural ,"  10,583 ",,,,,,,,,
 Blantyre ,,2912,,2912, Makata                    ,Health Centre, Government/public , Rural ,"  38,706 ",,,,,,,,,
 Blantyre ,,2956,,-1, Makhetha  ,Health Centre, Government/public , Rural ,"  67,251 ",,,,,,,,,
 Blantyre ,,2963,,-1, Makhetha  ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2964,,0, Makwasa  ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5094,,2960, Malabada  ,Health Centre, Christian Health Association of Malawi (CHAM) , Urban ,,,,,,,,,,
 Blantyre ,,2965,,2958, Malamulo Day  -  Amina ,Health Centre, Christian Health Association of Malawi (CHAM) , Urban ,,,,,,,,,,
 Blantyre ,,2990,,2972, Malawi Polytechnic ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5093,,2961, Malmed                          ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2966,,2962, Mapeto David White head ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5097,,1730, Masm Medi - Limbe ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2998,,2963, Mbayani  , Dispensary , Government/public , Urban ,"  79,204 ",,,,,,,,,
 Blantyre ,,2913,,2913, Mdeka                    ,Health Centre, Government/public , Rural ,"  35,706 ",,,,,,,,,
 Blantyre ,,5108,,2957, Medicare City Centre / Makadam ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2967,,0, Merit                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5042,,0, Midima BLM ,Health Centre,NGO, Urban ,,,,,,,,,,
 Blantyre ,,5019,,0, Mkwaira Ladison E. L.&A ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,2915,,2915, Mlambe Mission Hospital , Other Hospital , Christian Health Association of Malawi (CHAM) , Rural ,"  35,647 ",,,,,,,,,
 Blantyre ,,2968,,0, Monekera                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2969,,0, Moyo                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2916,,2916, Mpemba                    ,Health Centre, Government/public , Rural ,"  22,038 ",,,,,,,,,
 Blantyre ,,2997,,2964, Mpingo Maternity ,Health Centre, Government/public , Rural ,"  10,453 ",,,,,,,,,
 Blantyre ,,5021,,0, Mt Soche - c/o Nyirenda ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,2929,,2965, Mtengoumodzi Private Hospital , Other Hospital , Christian Health Association of Malawi (CHAM) , Urban ,,,,,,,,,,
 Blantyre ,,5022,,0," Munthali Ndalakwanji, N, Pra ",Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5107,,0," Munthali, Joyce W Naperi medi ", Other Hospital ,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,2970,,0, Muopo                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2971,,2966, Mwachira Private Clinic , Other Hospital , Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5010,,0, Mwai Hale Medical Skin ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5024,,0, Mwaiwathu - Mbvunbula ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5100,,0, Mwaiwathu Clinic ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,2931,,2967, Mwaiwathu Private Hospital , Other Hospital , Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5025,,0, Mwanamanga Happiness ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5026,,0, Namboya Felix  ,Health Centre,Private for profit, Rural ,,,,,,,,,,
 Blantyre ,,2917,,2917, Namikoko                    ,Health Centre, Government/public , Rural ,"  10,341 ",,,,,,,,,
 Blantyre ,,2972,,0, Naperi                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2918,,2918, Ndirande                    ,Health Centre, Government/public , Urban ,"  140,397 ",,,,,,,,,
 Blantyre ,,2973,,2969, Ndirande BLM ,Health Centre, NGO , Urban ,,,,,,,,,,
 Blantyre ,,5015,,0, Ngwira  W. - Limbe ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,2974,,2970, Nyambadwe  , Other Hospital , Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2928,,2971, Pensulo                    ,Health Centre, Government/public , Rural ,   ,,,,,,,,,
 Blantyre ,,2975,,0, Philadephia                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5092,,0, Piereck  ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5033,,0, Pilinanu- Tamao ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5056,,0, Portland cement ,Health Centre,Company, Urban ,,,,,,,,,,
 Blantyre ,,2976,,0, Praises                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5057,,2973, Press Cooperation Ltd. ,Health Centre, Company , Urban ,,,,,,,,,,
 Blantyre ,,5058,,0, Private Vehicle Hire Organisation ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,2926,,2926, Queen Elizabeth Central Hospital , Central Hospital , Government/public , Urban ,,-15.802140,35.021000,,,,,,,
 Blantyre ,,2977,,2975, Sanjika                          ,Health Centre, Government/public , Rural ,,,,,,,,,,
 Blantyre ,,2978,,0, Semema                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5028,,2976, Shifa   , Other Hospital , Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2979,,5048, SOBO                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2920,,2920, Soche Maternity ,Health Centre, Government/public , Rural ,"  17,047 ",,,,,,,,,
 Blantyre ,,5095,,2977, Soche SDA  ,Health Centre, Christian Health Association of Malawi (CHAM) ,,,,,,,,,,,
 Blantyre ,,2980,,2978, Sos Childrens Village Blantyre , Dispensary , NGO , Urban ,,,,,,,,,,
 Blantyre ,,2925,,2925, South Lunzu                    ,Health Centre, Government/public , Urban ,"  96,157 ",,,,,,,,,
 Blantyre ,,2932,,2979, St Vincent ,Health Centre, Christian Health Association of Malawi (CHAM) , Rural ,"  15,832 ",,,,,,,,,
 Blantyre ,,5029,,0, Sungani's Medical centre ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5037,,0, Sunny Side B ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,2981,,0, Tadala                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5082,,0, Tapima Minute Health centre ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5031,,0, Thandizo- Semak ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5032,,0, Thejopal Rotta. S ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5121,,0, Trizah                      ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5034,,0, Truzag ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,5035,,0, Ulemu  ,Health Centre,Private for profit, Urban ,,,,,,,,,,
 Blantyre ,,2982,,2981, Unilever South East Company    ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2983,,0, Wehmat  ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,5103,,0, Yankho                     . ,Health Centre, Private for profit , Urban ,,,,,,,,,,
 Blantyre ,,2922,,2922, Zingwangwa                    ,Health Centre, Government/public , Urban ,"  150,839 ",,,,,,,,,
 Blantyre ,,2985,,2983, Zingwangwa BLM ,Health Centre, NGO , Urban ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mwanza,MN,3801,,3801,Mwanza District Hospital,District Hospital,Government/public,Rural,,-15.464670,34.491420,,,,,,,
Mwanza,MN,3802,,3802,Kunenekude Health Centre,Health Centre,Government/public,Rural,,-15.726090,34.399530,,,,,,,
Mwanza,MN,3804,,3804,Thambani Health Centre,Health Centre,Government/public,Rural,,-15.749600,34.522770,,,,,,,
Mwanza,MN,3803,,3803,Tulonkhondo Health Centre,Health Centre,Government/public,Rural,,-15.594670,34.511020,,,,,,,
Mwanza,MN,3805,,0,Tiyende Ptv Clinic, Dispensary ,Private for profit,Urban,,-15.578350,34.477360,,,,,,,
Mwanza,MN,3806,,0,Muyendebwino Wellness Centre, Dispensary ,NGO,Rural,,-15.597470,34.515050,,,,,,,
Mwanza,MN,3807,MCM/C/078,0,Mwanza BLM Clinic, Dispensary ,Private for profit,Urban,,,,,,,,,,
Mwanza,MN,3808,MCM/C/330,0,Mota-Engil 301 Clinic, Dispensary ,Government/public,Rural,,-15.928230,35.077860,,,,,,,
,,,,,,,,,,,,,,,,,,
Thyolo,TO,3101,,3101,Bvumbwe Health Centre,Health Centre,Government/public,Rural,,-15.992030,35.031830,,,,,,,
Thyolo,TO,3126,,3126,Amalika Dispensary,Dispensary,NGO,Rural,,-15.931330,35.082130,,,,,,,
Thyolo,TO,3139,MCM/C/052,0,BLM Bvumbwe Clinic,Dispensary,NGO,Rural,,-15.939810,35.026330,,,,,,,
Thyolo,TO,3166,,0,Bvumbwe Makungwa Health Centre,Health Centre,Government/public,Rural,,-16.232480,35.147680,,,,,,,
Thyolo,TO,3103,,3103,Changata Health Centre,Health Centre,Government/public,Rural,,-16.078196,35.061008,,,,,,,
Thyolo,TO,3161,,0,Chawani,Health Post,Government/public,Rural,,-16.136105,35.015899,,,,,,,
Thyolo,TO,3163,,0,Chilengo,Health Post,Government/public,Rural,,-15.977060,35.181620,,,,,,,
Thyolo,TO,3104,,3104,Chimaliro Health Centre,Health Centre,Government/public,Rural,,-15.941980,35.123080,,,,,,,
Thyolo,TO,3105,,3105,Chimvu,Dispensary,Government/public,Rural,,-15.918420,35.205950,,,,,,,
Thyolo,TO,3106,MCM/CHAM/RH/53,0,Chingadzi Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.171528,35.110222,,,,,,,
Thyolo,TO,3124,,3124,Chipho Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.941810,35.208790,,,,,,,
Thyolo,TO,3127,,-2,Chisoka Health Centre,Health Centre,Government/public,Rural,,-16.002180,35.012940,,,,,,,
Thyolo,TO,3153,,0,Chithebe Health Centre,Health Centre,Government/public,Rural,,-16.060960,34.989990,,,,,,,
Thyolo,TO,3128,,0,Dzimbiri Health Centre (DiDi),Health Centre,Government/public,Rural,,-16.102020,34.997220,,,,,,,
Thyolo,TO,3154,,0,Dzimbiri Health Post,Health Post,Government/public,Rural,,-16.092390,35.190110,,,,,,,
Thyolo,TO,3146,,0,Gotha Dispensary,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.126680,35.084570,,,,,,,
Thyolo,TO,3108,,0,Halena Oakely/Mtambanyama Clin,Dispensary,Private for profit,Rural,,-15.926860,35.086610,,,,,,,
Thyolo,TO,3133,,0,"Hiwa, Garfield J. Monekera Pri",Dispensary,Private for profit,Urban,,-16.007580,35.308250,,,,,,,
Thyolo,TO,3134,,0,Jeofia,Dispensary,Private for profit,Rural,,-16.006830,35.310090,,,,,,,
Thyolo,TO,3129,,0,Kadango Health Centre,Dispensary,Private for profit,Urban,,-16.007960,35.309390,,,,,,,
Thyolo,TO,3135,,0,"Kaliwo, Ignacious S. Luchenza",Dispensary,Government/public,Rural,,-16.121310,35.099020,,,,,,,
Thyolo,TO,3147,,0,Kasembeleka,Dispensary,Government/public,Rural,,-16.096920,35.271290,,,,,,,
Thyolo,TO,3109,,3109,Khonjeni Health Centre,Health Centre,Government/public,Rural,,-16.100300,35.288760,,,,,,,
Thyolo,TO,3148,,0,Kumadzi Dispensary,Dispensary,Private for profit,Rural,,-15.921530,35.084640,,,,,,,
Thyolo,TO,3136,,0,"Lumbe, John L.",Dispensary,Private for profit,Rural,,-16.068050,35.251010,,,,,,,
Thyolo,TO,3149,,3132,Mafisi Health Centre,Dispensary,Government/public,Rural,,-16.028840,35.261660,,,,,,,
Thyolo,TO,3140,,0,Magunda Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.181990,35.279840,,,,,,,
Thyolo,TO,3110,,3133,Makapwa Health Centre,Health Centre,Government/public,Rural,,-16.194760,35.105640,,,,,,,
Thyolo,TO,3150,,3134,Makwasa Estate Clinic,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.171550,35.110110,,,,,,,
Thyolo,TO,3111,MCM/CHAM/DH/09,3111,Malamulo Mission Hospital,Other Hospital,Government/public,Rural,,-16.037640,35.016750,,,,,,,
Thyolo,TO,3130,,3135,Mapanga Clinic,Dispensary,Private for profit,Rural,,-16.250872,35.166657,,,,,,,
Thyolo,TO,3157,,3113,Mbalanguzi,Health Post,Private for profit,Urban,,-15.887220,35.064430,,,,,,,
Thyolo,TO,3138,,0,"Mbvundula, Presley G. Germa Pr",Dispensary,Private for profit,Rural,,-16.113880,35.140180,,,,,,,
Thyolo,TO,3151,,3136,Mchima Clinic,Dispensary,Private for profit,Rural,,-16.098830,35.075530,,,,,,,
Thyolo,TO,3141,,3137,Mianga Health Centre,Health Centre,Government/public,Rural,,-15.901490,35.183670,,,,,,,
Thyolo,TO,3114,,3114,Mikolongwe Health Centre,Health Centre,Government/public,Rural,,-16.018751,35.125457,,,,,,,
Thyolo,TO,3155,,0,Mikundi,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.111230,35.245910,,,,,,,
Thyolo,TO,3131,,3117,Mitengo Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.217580,35.135520,,,,,,,
Thyolo,TO,3132,,3141,Molere Health Centre,Health Centre,Government/public,Rural,,-16.064080,35.106607,,,,,,,
Thyolo,TO,3162,,0,Mwalanthuzi,Dispensary,Government/public,Rural,,-16.040090,35.089960,,,,,,,
Thyolo,TO,3142,,3138,Naming'omba Health Centre,Health Centre,Government/public,Rural,,-16.024750,35.156500,,,,,,,
Thyolo,TO,3152,,0,Nasonia,Dispensary,Government/public,Rural,,-16.323986,35.264013,,,,,,,
Thyolo,TO,3158,,3115,Nkhataombere,Health Post,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3166,,3116,Nsabwe Health Centre,Health Post,Government/public,Rural,,-16.043512,34.952745,,,,,,,
Thyolo,TO,3156,,0,Puteni,Health Post,Government/public,Rural,,-16.139810,35.098520,,,,,,,
Thyolo,TO,3143,MCM/C/242,3139,Sambankhanga Health Centre,Health Centre,Government/public,Rural,,-15.981874,35.225924,,,,,,,
Thyolo,TO,3160,,0,Sam ,Health Post,Government/public,Rural,,-16.207048,35.295703,,,,,,,
Thyolo,TO,3164,,0,Sandama,Health Post,Government/public,Rural,,-16.076410,35.076920,,,,,,,
Thyolo,TO,3144,MCM/C/241,3140,Satemwa Tea Estate Clinic,Health Centre,Company,Rural,,,,,,,,,,
Thyolo,TO,3165,,0,St. Hellena Oakley (Ntambanyama),Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.321040,35.207410,,,,,,,
Thyolo,TO,3119,,3142,Thekerani Rural Hospital,Rural/Community Hospital,Government/public,Urban,,-16.028780,34.978810,,,,,,,
Thyolo,TO,3120,,3120,Thomasi Health Centre,Health Centre,Government/public,Rural,,-16.394465,35.263278,,,,,,,
Thyolo,TO,3159,,0,Thukuta,Health Post,Government/public,Rural,,-16.000960,35.065320,,,,,,,
Thyolo,TO,3145,,3143,Thunga Health Centre,Health Centre,Government/public,Urban,,-16.069370,35.148060,,,,,,,
Thyolo,TO,3121,,3121,Thyolo District Hospital,District Hospital,Government/public,Rural,,-16.237640,35.199920,,,,,,,
Thyolo,TO,3123,,3144,Zoa Health Centre,Health Centre,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3167,MCM/C/243,0,Mboma Estate Clinic (Conforzi),Dispensary,Company,Rural,,,,,,,,,,
Thyolo,TO,3168,,0,Chisunga,Health Post,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3169,,0,Makungwa,Health Post,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3170,,3107,Gombe,Health Centre,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3171,,0,Makande ,Health Post,Government/public,Rural,,,,,,,,,,
Thyolo,TO,3172,MCM/CHAM/RH/38,3117,St Joseph's Health Center,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,,,,,,,,,
Thyolo,TO,3173,MCM/C/231,0,Bvumbwe Clinic - Limbe Muslim Jamat,Dispensary,NGO,Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mulanje,MJ,3211,,3211,Mulanje District Hospital,District Hospital,Government/public,Rural,,-16.057405,35.673299,,,,,,,
Mulanje,MJ,3248,,0,Bloomfield,Health Post,Government/public,Rural,,-16.042670,35.613880,,,,,,,
Mulanje,MJ,3201,,3201,Bondo Health Centre,Health Centre,Government/public,Rural,,-15.903340,35.490750,,,,,,,
Mulanje,MJ,3202,,3202,Chambe Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-16.071315,35.482338,,,,,,,
Mulanje,MJ,3253,,0,Chibathi,Dispensary,Company,Rural,,-16.052873,35.645496,,,,,,,
Mulanje,MJ,3247,,0,Chikuli,Dispensary,Company,Rural,,-16.004056,35.648588,,,,,,,
Mulanje,MJ,3246,,0,Chilingwe,Health Centre,Government/public,Rural,,-16.156650,35.340940,,,,,,,
Mulanje,MJ,3203,,3203,Chinyama Health Centre,Dispensary,Government/public,Rural,,-16.038220,35.708990,,,,,,,
Mulanje,MJ,3234,MCM/C/174,0,Chisambo Estate Clinic,Health Centre,Company,Rural,,-16.001030,35.432600,,,,,,,
Mulanje,MJ,3221,,3221,Chisitu Health Centre,Health Centre,Government/public,Rural,,-15.997080,35.323330,,,,,,,
Mulanje,MJ,3204,,3204,Chonde Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-15.962755,35.480067,,,,,,,
Mulanje,MJ,3257,,0,Demula,Health Centre,Government/public,Rural,,-16.116950,35.405580,,,,,,,
Mulanje,MJ,3205,,3205,Dzenje Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.067525,35.462732,,,,,,,
Mulanje,MJ,3256,,0,Ekhamuno,Dispensary,Government/public,Rural,,-16.066790,35.613900,,,,,,,
Mulanje,MJ,3235,MCM/C/169,0,Eldorado Estate Clinic,Dispensary,Company,Rural,,-16.033950,35.504750,,,,,,,
Mulanje,MJ,3236,MCM/C/172,0,Esparanza Estate Clinic,Dispensary,Company,Urban,,-16.006030,35.481670,,,,,,,
Mulanje,MJ,3226,,0,Fomo Clinic,Dispensary,Private for profit,Urban,,-15.983300,35.483860,,,,,,,
Mulanje,MJ,3237,MCM/C/167,0,Glenorchy Estate Clinic,Health Centre,Company,Rural,,-15.853080,35.563940,,,,,,,
Mulanje,MJ,3206,,3206,Kambenje Health Centre,Health Post,Government/public,Rural,,-15.674962,35.476907,,,,,,,
Mulanje,MJ,3251,,0,Kamwendo,Dispensary,Government/public,Rural,,-16.106520,35.344910,,,,,,,
Mulanje,MJ,3227,,0,Khamalathu Private Clinic,Health Post,Private for profit,Rural,,-15.989057,35.394598,,,,,,,
Mulanje,MJ,3259,,0,Khaya,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.134032,35.530613,,,,,,,
Mulanje,MJ,3250,,0,Khongoloni,Dispensary,Company,Rural,,-16.043310,35.535150,,,,,,,
Mulanje,MJ,3238,MCM/C/164,0,Lauderdale Estate Clinic,Dispensary,Company,Rural,,-16.083060,35.586090,,,,,,,
Mulanje,MJ,3239,MCM/C/168,0,Likanga Estate Clinic,Dispensary,Company,Rural,,-16.055040,35.721290,,,,,,,
Mulanje,MJ,3240,MCM/C/173,0,Limbuli Estate Clinic,Dispensary,Company,Rural,,-16.009460,35.484890,,,,,,,
Mulanje,MJ,3228,,0,"Lingalawe, Albert. Chiluli Pri",Health Centre,Private for profit,Urban,,-16.028260,35.655170,,,,,,,
Mulanje,MJ,3233,MCM/C/144,3233,Lujeri Health Centre,Health Post,Company,Rural,,-15.987206,35.416687,,,,,,,
Mulanje,MJ,3258,,0,Luwanje,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.026680,35.505290,,,,,,,
Mulanje,MJ,3229,,0,"Machado, Alfred W. J. Machado",Health Centre,Private for profit,Urban,,-16.092900,35.346020,,,,,,,
Mulanje,MJ,3207,,3207,Mbiza Health Centre,Health Centre,Government/public,Rural,,-16.102640,35.478260,,,,,,,
Mulanje,MJ,3208,,3208,Milonde Health Centre,Dispensary,Government/public,Rural,,-16.085740,35.612630,,,,,,,
Mulanje,MJ,3209,,3209,Mimosa Dispensary,Dispensary,Government/public,Rural,,-16.056760,35.584440,,,,,,,
Mulanje,MJ,3241,MCM/C/165,3225,Minimini Estate Clinic,Health Post,Company,Rural,,-16.088341,35.476169,,,,,,,
Mulanje,MJ,3254,,0,Misanjo,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.721100,35.366720,,,,,,,
Mulanje,MJ,3224,,0,Mkomaula Health Centre,Health Centre,Government/public,Rural,,-16.143860,35.524790,,,,,,,
Mulanje,MJ,3210,,3210,Mpala Health Centre,Health Post,Government/public,Rural,,-16.003061,35.412828,,,,,,,
Mulanje,MJ,3252,,0,Msithe,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.014180,35.493170,,,,,,,
Mulanje,MJ,3232,MCM/C/079,0,Mulanje Blm Clinic,Other Hospital,NGO,Urban,,-16.021030,35.464360,,,,,,,
Mulanje,MJ,3212,MCM/CHAM/DH/10,3212,Mulanje Mission Hospital,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.765350,35.511820,,,,,,,
Mulanje,MJ,3213,,3213,Mulomba Health Centre,Health Centre,Government/public,Rural,,-16.062520,35.762260,,,,,,,
Mulanje,MJ,3214,,3214,Muloza Heath Centre,Health Centre,Government/public,Rural,,-16.080160,35.715730,,,,,,,
Mulanje,MJ,3215,,3215,Namasalima Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-15.804070,35.349100,,,,,,,
Mulanje,MJ,3216,,3216,Namphungo Health Centre,Health Centre,Government/public,Rural,,-15.865630,35.327180,,,,,,,
Mulanje,MJ,3217,MCM/CHAM/RH/31,3217,Namulenga Rural Hospital,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-16.036280,35.678540,,,,,,,
Mulanje,MJ,3222,,3222,Naphimba Health Centre,Health Post,Christian Health Association of Malawi (CHAM),Rural,,-16.045639,35.445462,,,,,,,
Mulanje,MJ,3257,,0,Ngolowera,Dispensary,Christian Health Association of Malawi (CHAM),Rural,,-16.084325,35.677584,,,,,,,
Mulanje,MJ,3249,,0,Nsuwadzi,Dispensary,Company,Rural,,-16.017920,35.682940,,,,,,,
Mulanje,MJ,3242,MCM/C/171,0,Phwazi Estate Clinic,Dispensary,Company,Rural,,-16.089640,35.665070,,,,,,,
